timestamp,action,side,price,size,pnl,hold_seconds,exit_type,market
2026-02-14T10:54:38,BUY,up,0.4500,11.1200,0.0000,0.0,,BTC
2026-02-14T10:55:10,SELL,up,0.4200,11.1200,-0.3336,32.0,TIMEOUT,BTC
2026-02-14T11:16:07,BUY,up,0.5000,10.0000,0.0000,0.0,,BTC
2026-02-14T11:16:39,SELL,up,0.4600,10.0000,-0.4000,31.3,TIMEOUT,BTC
2026-02-14T11:22:13,BUY,down,0.7700,6.4200,0.0000,0.0,,BTC
2026-02-14T11:22:45,SELL,down,0.7800,6.4200,0.0642,31.4,TIMEOUT,BTC
2026-02-14T11:24:00,BUY,up,0.3900,12.8300,0.0000,0.0,,BTC
2026-02-14T11:24:05,SELL,up,0.2900,12.8300,-1.2830,5.5,STOP,BTC
2026-02-14T11:26:21,BUY,down,0.7200,6.9500,0.0000,0.0,,BTC
2026-02-14T11:26:54,SELL,down,0.7500,6.9500,0.2085,32.9,TIMEOUT,BTC
2026-02-14T11:33:16,BUY,down,0.4800,10.4200,0.0000,0.0,,BTC
2026-02-14T11:33:38,SELL,down,0.4200,10.4200,-0.6252,22.0,STOP,BTC
2026-02-14T11:35:26,BUY,up,0.7700,6.5000,0.0000,0.0,,BTC
2026-02-14T11:35:57,SELL,up,0.7400,6.5000,-0.1950,31.5,TIMEOUT,BTC
2026-02-14T11:37:32,BUY,up,0.7800,6.4200,0.0000,0.0,,BTC
2026-02-14T11:38:03,SELL,up,0.7900,6.4200,0.0642,31.3,TIMEOUT,BTC
2026-02-14T11:42:27,BUY,down,0.3700,0.5565,0.0000,0.0,,BTC
2026-02-14T11:42:50,SELL,down,0.4900,0.5565,0.0668,23.1,PROFIT,BTC
2026-02-14T11:48:57,BUY,up,0.6100,8.1900,0.0000,0.0,,BTC
2026-02-14T11:49:28,SELL,up,0.5900,8.1900,-0.1638,31.5,TIMEOUT,BTC
2026-02-14T12:26:08,BUY,down,0.1100,45.4477,0.0000,0.0,,BTC
2026-02-14T12:26:15,SELL,down,0.0700,45.4477,-1.8179,7.8,STOP,BTC
2026-02-14T12:39:50,BUY,up,0.3100,15.6300,0.0000,0.0,,BTC
2026-02-14T12:39:58,SELL,up,0.2900,15.6300,-0.3126,7.8,STOP,BTC
2026-02-14T12:52:01,BUY,down,0.3200,14.2900,0.0000,0.0,,BTC
2026-02-14T12:52:08,SELL,down,0.3000,14.2900,-0.2858,6.3,STOP,BTC
